id,type,domain,enabled,date_added,date_modified,comment
65,0,ichnaea.netflix.com,1,1589162253,1589162253,"Migrated from /etc/pihole/whitelist.txt"
66,0,nrdp.nccp.netflix.com,1,1589162253,1589162253,"Migrated from /etc/pihole/whitelist.txt"
67,0,win10.ipv6.microsoft.com,1,1589162253,1589162253,"Migrated from /etc/pihole/whitelist.txt"
68,0,assets.adobedtm.com,1,1589162253,1589162253,"Migrated from /etc/pihole/whitelist.txt"
69,0,nexus.officeapps.live.com,1,1589162253,1589162253,"Migrated from /etc/pihole/whitelist.txt"
70,0,frog.wix.com,1,1589162253,1589162253,"Migrated from /etc/pihole/whitelist.txt"
71,0,secure-us.imrworldwide.com,1,1589162253,1589162253,"Migrated from /etc/pihole/whitelist.txt"
72,0,graph.facebook.com,1,1589162253,1589162253,"Migrated from /etc/pihole/whitelist.txt"
73,0,connect.facebook.net,1,1589162253,1589162253,"Migrated from /etc/pihole/whitelist.txt"
74,0,img1.wsimg.com,1,1589162253,1589162253,"Migrated from /etc/pihole/whitelist.txt"
75,0,tags.tiqcdn.com,1,1589162253,1589162253,"Migrated from /etc/pihole/whitelist.txt"
76,0,imagesak.secureserver.net,1,1589162253,1589162253,"Migrated from /etc/pihole/whitelist.txt"
77,0,secure-dcr.imrworldwide.com,1,1589162253,1589162253,"Migrated from /etc/pihole/whitelist.txt"
78,0,dpm.demdex.net,1,1589162253,1589162253,"Migrated from /etc/pihole/whitelist.txt"
79,0,kvinit-prod.api.kochava.com,1,1589162253,1589162253,"Migrated from /etc/pihole/whitelist.txt"
80,0,sb.voicefive.com,1,1589162253,1589162253,"Migrated from /etc/pihole/whitelist.txt"
81,0,mobile-collector.newrelic.com,1,1589162253,1589162253,"Migrated from /etc/pihole/whitelist.txt"
82,0,dw.cbsi.com,1,1589162253,1589162253,"Migrated from /etc/pihole/whitelist.txt"
83,0,spclient.wg.spotify.com,1,1589162253,1589162253,"Migrated from /etc/pihole/whitelist.txt"
84,0,edge-chat.facebook.com,1,1589162253,1589162253,"Migrated from /etc/pihole/whitelist.txt"
85,0,staticxx.facebook.com,1,1589162253,1589162253,"Migrated from /etc/pihole/whitelist.txt"
86,0,googlehosted.l.googleusercontent.com,1,1589162253,1589162253,"Migrated from /etc/pihole/whitelist.txt"
87,0,api.apptentive.com,1,1589162253,1589162253,"Migrated from /etc/pihole/whitelist.txt"
88,0,r20.rs6.net,1,1589162253,1589162253,"Migrated from /etc/pihole/whitelist.txt"
89,0,4-edge-chat.facebook.com,1,1589162253,1589162253,"Migrated from /etc/pihole/whitelist.txt"
90,0,5-edge-chat.facebook.com,1,1589162253,1589162253,"Migrated from /etc/pihole/whitelist.txt"
91,0,1-edge-chat.facebook.com,1,1589162253,1589162253,"Migrated from /etc/pihole/whitelist.txt"
92,0,2-edge-chat.facebook.com,1,1589162253,1589162253,"Migrated from /etc/pihole/whitelist.txt"
93,0,radarsubmissions.apple.com,1,1589162253,1589162253,"Migrated from /etc/pihole/whitelist.txt"
